         5576685 function calls (5385459 primitive calls) in 33.586 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mathtext.py:1543(List)
        2    0.000    0.000    0.000    0.000 subprocess.py:1045(_internal_poll)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 instructions.py:216(IndirectBranch)
        1    0.000    0.000    0.000    0.000 selections.py:233(SimpleSelection)
        1    0.000    0.000    0.000    0.000 lex.py:57(LexError)
        1    0.000    0.000    0.000    0.000 threading.py:552(_Event)
        1    0.000    0.000    0.000    0.000 httplib.py:1234(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:536(betaprime_gen)
        4    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1019(_DOF_estimator)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:50(non_reentrant)
        1    0.000    0.000    0.000    0.000 pathlib2.py:1662(WindowsPath)
        1    0.000    0.000    0.000    0.000 tz.py:929(tzstr)
        1    0.000    0.000    0.000    0.000 __init__.py:108(todate)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:779(fisk_gen)
        1    0.000    0.000    0.000    0.000 npytypes.py:399(ArrayFlags)
        1    0.000    0.000    0.000    0.000 backend_agg.py:599(_BackendAgg)
        1    0.000    0.000    0.000    0.000 dispatcher.py:610(LiftedLoop)
        1    0.000    0.000    0.000    0.000 iterators.py:36(Generator)
        1    0.000    0.000    0.000    0.000 numeric.py:72(ComplexWarning)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 enumdecl.py:56(EnumEq)
        1    0.000    0.000    0.000    0.000 test_attrs.py:98(TestUnicode)
        1    0.000    0.000    0.000    0.000 __init__.py:93(todatetime)
        1    0.000    0.000    0.000    0.000 threading.py:515(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 misc.py:131(CPointer)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1038(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 c_ast.py:350(EllipsisParam)
        1    0.000    0.000    0.000    0.000 utils.py:1891(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 mlab.py:1585(PCA)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1003(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 _internal.py:679(TooHardError)
        1    0.000    0.000    0.000    0.000 mathtext.py:542(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2953(CharsNotIn)
        1    0.000    0.000    0.000    0.000 arraydecl.py:454(DTypeAttr)
        1    0.000    0.000    0.000    0.000 interface.py:602(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 instructions.py:54(CallInstrAttributes)
        1    0.000    0.000    0.000    0.000 collections.py:1070(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 yacc.py:127(NullLogger)
        1    0.000    0.000    0.000    0.000 arrayobj.py:800(SliceIndexer)
        1    0.000    0.000    0.000    0.000 selections.py:317(FancySelection)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _datasource.py:136(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3419(__init__)
        2    0.000    0.000    0.000    0.000 six.py:137(MovedAttribute)
        1    0.000    0.000    0.000    0.000 controlflow.py:15(CFBlock)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5836(argus_gen)
        1    0.000    0.000    0.000    0.000 manager.py:8(DataModelManager)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2053(BaseWidget)
        2    0.000    0.000    0.000    0.000 {method 'fileno' of 'file' objects}
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 mathtext.py:1514(Accent)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 urllib2.py:778(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 legend_handler.py:654(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5031(recipinvgauss_gen)
        4    0.000    0.000    0.000    0.000 numpy_support.py:316(<genexpr>)
        1    0.000    0.000    0.000    0.000 test_file.py:391(TestContextManager)
        1    0.000    0.000    0.000    0.000 urllib2.py:735(ProxyHandler)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 macros.py:38(ExpandMacros)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1727(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 collections.py:97(NamedTupleClassAttribute)
        1    0.000    0.000    0.000    0.000 mathtext.py:151(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 abstract.py:219(Hashable)
        1    0.000    0.000    0.000    0.000 mathtext.py:2020(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 patches.py:3255(_Curve)
        1    0.000    0.000    0.000    0.000 macros.py:5(Macro)
        1    0.000    0.000    0.000    0.000 transforms.py:2667(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 npdatetime.py:247(DatetimeCmpLt)
        1    0.000    0.000    0.000    0.000 font_manager.py:989(TempCache)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 parfor.py:84(internal_prange)
        1    0.000    0.000    0.000    0.000 npydecl.py:726(BaseAtLeastNdTemplate)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2787(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1468(f_gen)
        1    0.000    0.000    0.000    0.000 config.py:71(reset)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4771(powernorm_gen)
        2    0.000    0.000    0.000    0.000 decorators.py:86(set_test)
        1    0.000    0.000    0.000    0.000 threading.py:288(__exit__)
        1    0.000    0.000    0.000    0.000 packer.py:161(_Unflattener)
        1    0.000    0.000    0.000    0.000 patches.py:3401(CurveA)
        1    0.000    0.000    0.000    0.000 dufunc.py:55(DUFuncLowerer)
        1    0.000    0.000    0.000    0.000 decorators.py:30(_DisableJitWrapper)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3133(johnsonsb_gen)
        4    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 trifinder.py:11(TriFinder)
        1    0.000    0.000    0.000    0.000 runtests.py:2(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:713(Max)
        1    0.000    0.000    0.000    0.000 _utils.py:38(_StrCaching)
        2    0.000    0.000    0.000    0.000 _version.py:9(get_versions)
        1    0.000    0.000    0.000    0.000 builtins.py:540(GenericNotIn)
        1    0.000    0.000    0.000    0.000 rrule.py:1086(_iterinfo)
        1    0.000    0.000    0.000    0.000 fitpack2.py:519(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1988(genpareto_gen)
        1    0.000    0.000    0.000    0.000 codegen.py:809(_customize_tm_features)
        1    0.000    0.000    0.000    0.000 core.py:230(Builder)
        1    0.000    0.000    0.000    0.000 instructions.py:427(AllocaInstr)
        1    0.000    0.000    0.000    0.000 abstract.py:337(Sequence)
        2    0.000    0.000    0.000    0.000 util.py:140(_get_soname)
        1    0.000    0.000    0.000    0.000 extending.py:349(wrapper)
        1    0.000    0.000    0.000    0.000 util.py:172(Finalize)
        1    0.000    0.000    0.000    0.000 enumdecl.py:15(EnumAttribute)
        1    0.000    0.000    0.000    0.000 sputils.py:254(IndexMixin)
        1    0.000    0.000    0.000    0.000 rcsetup.py:642(ValidateInterval)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:63(TimerTk)
        1    0.000    0.000    0.000    0.000 fitpack2.py:766(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 dates.py:688(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 npdatetime.py:130(TimedeltaBinMult)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:391(logser_gen)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 transforms.py:2691(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 widgets.py:2376(EllipseSelector)
        2    0.000    0.000    0.000    0.000 widgets.py:61(locked)
        1    0.000    0.000    0.000    0.000 misc.py:63(Omitted)
        2    0.000    0.000    0.000    0.000 pyparsing.py:621(__getattr__)
        1    0.000    0.000    0.000    0.000 parfor.py:79(prange)
        1    0.000    0.000    0.000    0.000 ticker.py:1688(Base)
        1    0.000    0.000    0.000    0.000 mathdecl.py:71(Math_floor_ceil)
        1    0.000    0.000    0.000    0.000 Tkinter.py:394(BooleanVar)
        1    0.000    0.000    0.000    0.000 models.py:904(RecordModel)
        1    0.000    0.000    0.000    0.000 parallel.py:26(get_thread_count)
        1    0.000    0.000    0.000    0.000 passmanagers.py:87(ModulePassManager)
        1    0.000    0.000    0.000    0.000 test_h5p.py:35(TestDA)
        1    0.000    0.000    0.000    0.000 instructions.py:141(InvokeInstr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:936(chi2_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2166(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2485(gengamma_gen)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 test_file.py:547(TestBackwardsCompat)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 containers.py:419(SetEntry)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        3    0.000    0.000    0.000    0.000 functools_lru_cache.py:57(lru_cache)
        1    0.000    0.000    0.000    0.000 models.py:1058(EnumerateType)
        1    0.000    0.000    0.000    0.000 patches.py:2395(Roundtooth)
        1    0.000    0.000    0.000    0.000 builtins.py:28(PrintItem)
        1    0.000    0.000    0.000    0.000 object_file.py:4(SectionIteratorRef)
        1    0.000    0.000    0.000    0.000 errors.py:146(VerificationError)
        1    0.000    0.000    0.000    0.000 caching.py:701(CustomCodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 httplib.py:255(HTTPMessage)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3178(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 urllib2.py:1245(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:133(FFI_from_buffer)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        1    0.000    0.000    0.000    0.000 httplib.py:1364(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 _internal.py:235(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 polar.py:672(RadialAxis)
        1    0.000    0.000    0.000    0.000 utils.py:268(cached_property)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 pythonapi.py:48(_BoxContext)
        1    0.000    0.000    0.000    0.000 builtins.py:232(PowerBuiltin)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3161(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:2747(Lasso)
        1    0.000    0.000    0.000    0.000 test_dataset_swmr.py:9(TestSwmrNotAvailable)
        1    0.000    0.000    0.000    0.000 wrappers.py:557(GUArrayArg)
        1    0.000    0.000    0.000    0.000 transforms.py:2494(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 core.py:175(update_user_library)
        1    0.000    0.000    0.000    0.000 util.py:339(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 wrappers.py:232(UArrayArg)
        1    0.000    0.000    0.000    0.000 c_ast.py:519(ID)
        1    0.000    0.000    0.000    0.000 base.py:326(ItemsViewHDF5)
        1    0.000    0.000    0.000    0.000 templates.py:680(BaseRegistryLoader)
        1    0.000    0.000    0.000    0.000 six.py:185(__get_module)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3309(levy_l_gen)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:716(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1177(StructureFormat)
        1    0.000    0.000    0.000    0.000 legend_handler.py:263(HandlerPatch)
        1    0.000    0.000    0.000    0.000 static_binop.py:5(DetectStaticBinops)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:150(FFIAttribute)
        1    0.000    0.000    0.000    0.000 arrayprint.py:752(FloatingFormat)
        1    0.000    0.000    0.000    0.000 types.py:303(DoubleType)
        1    0.000    0.000    0.000    0.000 test_attrs.py:42(TestAccess)
        3    0.000    0.000    0.000    0.000 core.py:858(__init__)
        1    0.000    0.000    0.000    0.000 npydecl.py:858(NdStack)
        1    0.000    0.000    0.000    0.000 __init__.py:10(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 backend_managers.py:18(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_tools.py:765(ZoomPanBase)
        2    0.000    0.000    0.000    0.000 six.py:416(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 models.py:714(TupleModel)
        1    0.000    0.000    0.000    0.000 transforms.py:2757(TransformedPath)
        4    0.000    0.000    0.000    0.000 collections.py:479(__missing__)
        1    0.000    0.000    0.000    0.000 test_slicing.py:80(TestObjectIndex)
        1    0.000    0.000    0.000    0.000 c_ast.py:426(FileAST)
        1    0.000    0.000    0.000    0.000 arraydecl.py:518(ArrayCTypesAttribute)
        1    0.000    0.000    0.000    0.000 transforms.py:2278(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 polyint.py:142(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 patches.py:3702(BarAB)
        1    0.000    0.000    0.000    0.000 builtins.py:17(Print)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:29(Kernel)
        1    0.000    0.000    0.000    0.000 Tkinter.py:149(Event)
        1    0.000    0.000    0.000    0.000 test_dataset_getitem.py:160(TestScalarCompound)
        1    0.000    0.000    0.000    0.000 units.py:53(AxisInfo)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:499(planck_gen)
        1    0.000    0.000    0.000    0.000 base.py:405(Empty)
        1    0.000    0.000    0.000    0.000 models.py:147(OmittedArgDataModel)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 instructions.py:651(CatchClause)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4484(lomax_gen)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:131(ModeFilter)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:57(Cmath_polar)
        1    0.000    0.000    0.000    0.000 backend_tools.py:757(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 arrayobj.py:532(Indexer)
        1    0.000    0.000    0.000    0.000 tkFileDialog.py:74(Open)
        1    0.000    0.000    0.000    0.000 model.py:484(EnumType)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 widgets.py:97(AxesWidget)
        1    0.000    0.000    0.000    0.000 targets.py:113(TargetData)
        1    0.000    0.000    0.000    0.000 tokenize.py:148(StopTokenizing)
        1    0.000    0.000    0.000    0.000 test_dataset.py:234(TestCreateFillvalue)
        1    0.000    0.000    0.000    0.000 core.py:6412(_extrema_operation)
        4    0.000    0.000    0.000    0.000 interpreter.py:797(op_BINARY_ADD)
        1    0.000    0.000    0.000    0.000 builtins.py:204(BinOpFloorDiv)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5609(gennorm_gen)
        1    0.000    0.000    0.000    0.000 re.py:290(filter)
        1    0.000    0.000    0.000    0.000 mlab.py:2965(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 _upfirdn.py:61(_UpFIRDn)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3665(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 randomdecl.py:43(RandomTemplate)
        1    0.000    0.000    0.000    0.000 c_ast.py:543(If)
        1    0.000    0.000    0.000    0.000 c_ast.py:618(PtrDecl)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 instructions.py:330(ICMPInstr)
        1    0.000    0.000    0.000    0.000 mathtext.py:1932(VCentered)
        1    0.000    0.000    0.000    0.000 models.py:760(ListIterModel)
        1    0.000    0.000    0.000    0.000 c_ast.py:783(While)
        1    0.000    0.000    0.000    0.000 values.py:507(AttributeSet)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 test_dataset.py:418(TestCreateFletcher32)
        1    0.000    0.000    0.000    0.000 core.py:245(MetaDataString)
        1    0.000    0.000    0.000    0.000 decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 httplib.py:1267(HTTPS)
        1    0.000    0.000    0.000    0.000 test_dataset_getitem.py:449(Test2DZeroFloat)
        1    0.000    0.000    0.000    0.000 test_group.py:547(TestGet)
        1    0.000    0.000    0.000    0.000 templates.py:294(_OverloadFunctionTemplate)
        1    0.000    0.000    0.000    0.000 ticker.py:1133(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:653(burr_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:123(tofloat)
        1    0.000    0.000    0.000    0.000 c_ast.py:370(Enum)
        1    0.000    0.000    0.000    0.000 misc.py:155(EphemeralArray)
        1    0.000    0.000    0.000    0.000 _internal.py:682(AxisError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1313(exponpow_gen)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 typeconv.py:56(__init__)
        1    0.000    0.000    0.000    0.000 wrappers.py:438(_GufuncObjectWrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3362(_ErrorStop)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:865(SetCursorTk)
        1    0.000    0.000    0.000    0.000 urllib2.py:1115(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2837(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 npytypes.py:13(CharSeq)
        1    0.000    0.000    0.000    0.000 cpu.py:19(ClosureBody)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:846(RubberbandTk)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 contour.py:42(ClabelText)
        5    0.000    0.000    0.000    0.000 tracing.py:193(decorator)
        1    0.000    0.000    0.000    0.000 c_ast.py:219(Cast)
        8    0.000    0.000    0.000    0.000 plyparser.py:79(decorate)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3476(random_correlation_gen)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 typeinfer.py:539(SetItemConstraint)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2884(Scrollbar)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2926(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:395(RadialLocator)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 models.py:1023(UniTupleIter)
        1    0.000    0.000    0.000    0.000 _ode.py:1112(dop853)
        1    0.000    0.000    0.000    0.000 polar.py:207(ThetaLocator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5549(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 npytypes.py:112(NumpyFlatType)
        1    0.000    0.000    0.000    0.000 widgets.py:139(Button)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 test_dataset.py:770(TestCompound)
        1    0.000    0.000    0.000    0.000 containers.py:92(PyArray)
        1    0.000    0.000    0.000    0.000 callwrapper.py:9(_ArgManager)
        1    0.000    0.000    0.000    0.000 models.py:962(CharSeq)
        1    0.000    0.000    0.000    0.000 patches.py:1164(FancyArrow)
        4    0.000    0.000    0.000    0.000 npydecl.py:66(<genexpr>)
        1    0.000    0.000    0.000    0.000 functions.py:6(BaseFunction)
        4    0.000    0.000    0.000    0.000 misc.py:142(key)
        1    0.000    0.000    0.000    0.000 targets.py:23(FeatureMap)
        1    0.000    0.000    0.000    0.000 test_group.py:70(TestCreate)
        1    0.000    0.000    0.000    0.000 misc.py:232(NoneType)
        2    0.000    0.000    0.000    0.000 six.py:59(X)
        1    0.000    0.000    0.000    0.000 dispatcher.py:29(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:645(Struct)
        1    0.000    0.000    0.000    0.000 typeinfer.py:572(StaticSetItemConstraint)
        1    0.000    0.000    0.000    0.000 __init__.py:38(_RouteClassAttributeToGetattr)
        1    0.000    0.000    0.000    0.000 containers.py:32(BaseContainerIterator)
        1    0.000    0.000    0.000    0.000 c_ast.py:286(Decl)
        1    0.000    0.000    0.000    0.000 ast.py:254(NodeTransformer)
        1    0.000    0.000    0.000    0.000 c_ast.py:248(CompoundLiteral)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1528(CallWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:205(_acquireLock)
        1    0.000    0.000    0.000    0.000 models.py:361(EphemeralPointerModel)
        1    0.000    0.000    0.000    0.000 test_file_image.py:8(TestFileImage)
        1    0.000    0.000    0.000    0.000 test_datatype.py:13(TestVlen)
        1    0.000    0.000    0.000    0.000 _cm.py:1369(_deprecation_datad)
        1    0.000    0.000    0.000    0.000 errors.py:76(CompileError)
        1    0.000    0.000    0.000    0.000 core.py:852(_DomainGreater)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2922(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:434(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 value.py:8(Linkage)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3940(Optional)
        1    0.000    0.000    0.000    0.000 builtins.py:942(IndexValueType)
        1    0.000    0.000    0.000    0.000 caching.py:158(_SourceFileBackedLocatorMixin)
        1    0.000    0.000    0.000    0.000 randomdecl.py:95(Random_getrandbits)
        1    0.000    0.000    0.000    0.000 {_cffi_backend.new_primitive_type}
        1    0.000    0.000    0.000    0.000 test_h5t.py:23(TestCompound)
        1    0.000    0.000    0.000    0.000 types.py:485(IdentifiedStructType)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3356(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 caching.py:210(_InTreeCacheLocator)
        1    0.000    0.000    0.000    0.000 stencil.py:21(StencilFuncLowerer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3787(__init__)
        1    0.000    0.000    0.000    0.000 _bvp.py:519(BVPResult)
        1    0.000    0.000    0.000    0.000 models.py:1086(GeneratorModel)
        1    0.000    0.000    0.000    0.000 npydecl.py:551(NdFullLike)
        1    0.000    0.000    0.000    0.000 shutil.py:48(SpecialFileError)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 instructions.py:406(StoreInstr)
        1    0.000    0.000    0.000    0.000 urllib2.py:518(BaseHandler)
        4    0.000    0.000    0.000    0.000 dispatcher.py:92(_customize_flags)
        1    0.000    0.000    0.000    0.000 npdatetime.py:146(TimedeltaCmpEq)
        1    0.000    0.000    0.000    0.000 yacc.py:1381(MiniProduction)
        1    0.000    0.000    0.000    0.000 __init__.py:67(converter)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 imputils.py:120(RegistryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:695(Sorter)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3341(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 abstract.py:331(Container)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5508(wald_gen)
        1    0.000    0.000    0.000    0.000 index_tricks.py:536(ndindex)
        1    0.000    0.000    0.000    0.000 yacc.py:1971(LRTable)
        1    0.000    0.000    0.000    0.000 templates.py:224(CallableTemplate)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 types.py:458(LiteralStructType)
        1    0.000    0.000    0.000    0.000 misc.py:8(PyObject)
        1    0.000    0.000    0.000    0.000 iterators.py:57(EnumerateType)
        1    0.000    0.000    0.000    0.000 legend.py:57(DraggableLegend)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        2    0.000    0.000    0.000    0.000 ir.py:769(clear)
        1    0.000    0.000    0.000    0.000 misc.py:103(Macro)
        1    0.000    0.000    0.000    0.000 randomdecl.py:99(Random_random)
        1    0.000    0.000    0.000    0.000 fitpack2.py:993(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 errors.py:128(IRError)
        1    0.000    0.000    0.000    0.000 base.py:345(MappingHDF5)
        1    0.000    0.000    0.000    0.000 interface.py:520(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 data.py:189(get_SVD)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:190(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2716(invwishart_frozen)
        6    0.000    0.000    0.000    0.000 npdatetime.py:528(_create_datetime_comparison_impl)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3223(laplace_gen)
        1    0.000    0.000    0.000    0.000 dviread.py:734(Tfm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        1    0.000    0.000    0.000    0.000 scalars.py:129(NPTimedelta)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1939(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 httplib.py:1320(UnimplementedFileMode)
        2    0.000    0.000    0.000    0.000 transforms.py:215(new_block_id)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 scalars.py:83(Complex)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1795(Tk)
        1    0.000    0.000    0.000    0.000 deprecation.py:5(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 test_dataset_swmr.py:45(TestDatasetSwmrRead)
        1    0.000    0.000    0.000    0.000 npdatetime.py:114(TimedeltaUnaryPos)
        1    0.000    0.000    0.000    0.000 containers.py:239(Tuple)
        1    0.000    0.000    0.000    0.000 randomdecl.py:227(Random_binary_distribution)
        1    0.000    0.000    0.000    0.000 c_ast.py:398(EnumeratorList)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4680(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 c_ast.py:474(FuncDecl)
        1    0.000    0.000    0.000    0.000 data.py:152(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 iterators.py:75(ZipType)
